filename,n_rows,n_cols,file_path
1013166704.dcm,4096,3328,../train_images/10130/1013166704.dcm
1165309236.dcm,4096,3328,../train_images/10130/1165309236.dcm
1360338805.dcm,4096,3328,../train_images/10130/1360338805.dcm
1672636630.dcm,4096,3328,../train_images/10130/1672636630.dcm
2110820077.dcm,4096,3328,../train_images/10130/2110820077.dcm
388811999.dcm,4096,3328,../train_images/10130/388811999.dcm
613462606.dcm,4096,3328,../train_images/10130/613462606.dcm
1646384157.dcm,4096,3328,../train_images/10132/1646384157.dcm
2137344394.dcm,4096,3328,../train_images/10132/2137344394.dcm
441108517.dcm,4096,3328,../train_images/10132/441108517.dcm
726735438.dcm,4096,3328,../train_images/10132/726735438.dcm
1520248094.dcm,4096,3328,../train_images/10136/1520248094.dcm
1626006836.dcm,4096,3328,../train_images/10136/1626006836.dcm
1638919168.dcm,4096,3328,../train_images/10136/1638919168.dcm
912156277.dcm,4096,3328,../train_images/10136/912156277.dcm
1173679750.dcm,3328,2560,../train_images/1014/1173679750.dcm
229558076.dcm,3328,2560,../train_images/1014/229558076.dcm
629904228.dcm,3328,2560,../train_images/1014/629904228.dcm
669597068.dcm,3328,2560,../train_images/1014/669597068.dcm
1260861056.dcm,2776,2082,../train_images/10144/1260861056.dcm
1516077730.dcm,2776,2082,../train_images/10144/1516077730.dcm
1830062849.dcm,2776,2082,../train_images/10144/1830062849.dcm
816393025.dcm,2776,2082,../train_images/10144/816393025.dcm
114671324.dcm,2776,2082,../train_images/1015/114671324.dcm
1622207304.dcm,2776,2082,../train_images/1015/1622207304.dcm
33561657.dcm,2776,2082,../train_images/1015/33561657.dcm
864576083.dcm,2776,2082,../train_images/1015/864576083.dcm
1779471194.dcm,3328,2560,../train_images/10151/1779471194.dcm
1827497738.dcm,3328,2560,../train_images/10151/1827497738.dcm
2056985886.dcm,3328,2560,../train_images/10151/2056985886.dcm
2062101003.dcm,3328,2560,../train_images/10151/2062101003.dcm
1280087654.dcm,4096,3328,../train_images/10152/1280087654.dcm
1774592645.dcm,4096,3328,../train_images/10152/1774592645.dcm
2113019561.dcm,4096,3328,../train_images/10152/2113019561.dcm
853416701.dcm,4096,3328,../train_images/10152/853416701.dcm
107381562.dcm,5355,4915,../train_images/10153/107381562.dcm
139226895.dcm,5355,4915,../train_images/10153/139226895.dcm
481841246.dcm,5355,4915,../train_images/10153/481841246.dcm
871078482.dcm,5355,4915,../train_images/10153/871078482.dcm
1352374842.dcm,4096,3328,../train_images/10175/1352374842.dcm
194880525.dcm,4096,3328,../train_images/10175/194880525.dcm
611694376.dcm,4096,3328,../train_images/10175/611694376.dcm
782975270.dcm,4096,3328,../train_images/10175/782975270.dcm
2015481666.dcm,2776,2082,../train_images/10179/2015481666.dcm
610638958.dcm,2776,2082,../train_images/10179/610638958.dcm
760010915.dcm,2776,2082,../train_images/10179/760010915.dcm
873499971.dcm,2776,2082,../train_images/10179/873499971.dcm
1053754853.dcm,5355,4915,../train_images/10182/1053754853.dcm
1064702099.dcm,5355,4915,../train_images/10182/1064702099.dcm
688385543.dcm,5355,4915,../train_images/10182/688385543.dcm
868301138.dcm,5355,4915,../train_images/10182/868301138.dcm
1087195608.dcm,4096,3328,../train_images/10183/1087195608.dcm
168739237.dcm,4096,3328,../train_images/10183/168739237.dcm
579841204.dcm,4096,3328,../train_images/10183/579841204.dcm
653493113.dcm,4096,3328,../train_images/10183/653493113.dcm
1385708909.dcm,3328,2560,../train_images/10185/1385708909.dcm
1562056186.dcm,3328,2560,../train_images/10185/1562056186.dcm
1692821032.dcm,3328,2560,../train_images/10185/1692821032.dcm
2030427504.dcm,3328,2560,../train_images/10185/2030427504.dcm
2099794251.dcm,3328,2560,../train_images/10185/2099794251.dcm
568324157.dcm,3328,2560,../train_images/10185/568324157.dcm
109667135.dcm,4096,3328,../train_images/10188/109667135.dcm
1393196107.dcm,4096,3328,../train_images/10188/1393196107.dcm
1481469520.dcm,4096,3328,../train_images/10188/1481469520.dcm
441197449.dcm,4096,3328,../train_images/10188/441197449.dcm
593476281.dcm,4096,3328,../train_images/10188/593476281.dcm
670741863.dcm,4096,3328,../train_images/10188/670741863.dcm
1197226360.dcm,2776,2082,../train_images/10198/1197226360.dcm
1273945534.dcm,2776,2082,../train_images/10198/1273945534.dcm
246097133.dcm,2776,2082,../train_images/10198/246097133.dcm
330164653.dcm,2776,2082,../train_images/10198/330164653.dcm
134267365.dcm,3328,2560,../train_images/10200/134267365.dcm
1422756511.dcm,3328,2560,../train_images/10200/1422756511.dcm
161478494.dcm,3328,2560,../train_images/10200/161478494.dcm
1620368761.dcm,3328,2560,../train_images/10200/1620368761.dcm
534538517.dcm,3328,2560,../train_images/10200/534538517.dcm
570041037.dcm,3328,2560,../train_images/10200/570041037.dcm
600223902.dcm,3328,2560,../train_images/10200/600223902.dcm
846834855.dcm,3328,2560,../train_images/10200/846834855.dcm
1248063999.dcm,3328,2560,../train_images/10208/1248063999.dcm
1922025927.dcm,3328,2560,../train_images/10208/1922025927.dcm
638273415.dcm,3328,2560,../train_images/10208/638273415.dcm
74874399.dcm,3328,2560,../train_images/10208/74874399.dcm
1345293036.dcm,3062,2394,../train_images/10215/1345293036.dcm
1856209291.dcm,3062,2394,../train_images/10215/1856209291.dcm
2114415931.dcm,3062,2394,../train_images/10215/2114415931.dcm
328866680.dcm,3062,2394,../train_images/10215/328866680.dcm
1241697021.dcm,4096,3328,../train_images/10217/1241697021.dcm
1564477624.dcm,4096,3328,../train_images/10217/1564477624.dcm
1811094004.dcm,4096,3328,../train_images/10217/1811094004.dcm
1955750733.dcm,4096,3328,../train_images/10217/1955750733.dcm
1331256002.dcm,2776,2082,../train_images/10219/1331256002.dcm
657488461.dcm,2776,2082,../train_images/10219/657488461.dcm
968602692.dcm,2776,2082,../train_images/10219/968602692.dcm
997207804.dcm,2776,2082,../train_images/10219/997207804.dcm
1260916210.dcm,2776,2082,../train_images/10223/1260916210.dcm
2089528200.dcm,2776,2082,../train_images/10223/2089528200.dcm
232125477.dcm,2776,2082,../train_images/10223/232125477.dcm
606379838.dcm,2776,2082,../train_images/10223/606379838.dcm
1530859311.dcm,4096,3328,../train_images/10224/1530859311.dcm
1800447452.dcm,4096,3328,../train_images/10224/1800447452.dcm
1816646966.dcm,4096,3328,../train_images/10224/1816646966.dcm
385596666.dcm,4096,3328,../train_images/10224/385596666.dcm
1943220805.dcm,4096,3328,../train_images/10226/1943220805.dcm
309353373.dcm,4096,3328,../train_images/10226/309353373.dcm
348710745.dcm,4096,3328,../train_images/10226/348710745.dcm
461614796.dcm,4096,3328,../train_images/10226/461614796.dcm
530620473.dcm,4096,3328,../train_images/10226/530620473.dcm
806376890.dcm,4096,3328,../train_images/10226/806376890.dcm
1119917037.dcm,5355,4915,../train_images/10232/1119917037.dcm
1570900031.dcm,5355,4915,../train_images/10232/1570900031.dcm
678220517.dcm,5355,4915,../train_images/10232/678220517.dcm
81785330.dcm,5355,4915,../train_images/10232/81785330.dcm
173054723.dcm,4096,3328,../train_images/10234/173054723.dcm
287294454.dcm,4096,3328,../train_images/10234/287294454.dcm
376486299.dcm,4096,3328,../train_images/10234/376486299.dcm
738945317.dcm,4096,3328,../train_images/10234/738945317.dcm
76952917.dcm,4096,3328,../train_images/10234/76952917.dcm
853328202.dcm,4096,3328,../train_images/10234/853328202.dcm
182563372.dcm,2776,2082,../train_images/10240/182563372.dcm
367024983.dcm,2776,2082,../train_images/10240/367024983.dcm
56090001.dcm,2776,2082,../train_images/10240/56090001.dcm
780619415.dcm,2776,2082,../train_images/10240/780619415.dcm
797464102.dcm,2776,2082,../train_images/10240/797464102.dcm
130367763.dcm,3328,2560,../train_images/10243/130367763.dcm
1424382547.dcm,3328,2560,../train_images/10243/1424382547.dcm
1716961366.dcm,3328,2560,../train_images/10243/1716961366.dcm
1797657520.dcm,3328,2560,../train_images/10243/1797657520.dcm
1122776493.dcm,4096,3328,../train_images/1025/1122776493.dcm
1803952236.dcm,4096,3328,../train_images/1025/1803952236.dcm
347069540.dcm,4096,3328,../train_images/1025/347069540.dcm
773597682.dcm,4096,3328,../train_images/1025/773597682.dcm
1175631809.dcm,2776,2082,../train_images/10257/1175631809.dcm
2115565725.dcm,2776,2082,../train_images/10257/2115565725.dcm
30554088.dcm,2776,2082,../train_images/10257/30554088.dcm
881381894.dcm,2776,2082,../train_images/10257/881381894.dcm
2128921996.dcm,4096,3328,../train_images/1026/2128921996.dcm
214017695.dcm,4096,3328,../train_images/1026/214017695.dcm
633991369.dcm,4096,3328,../train_images/1026/633991369.dcm
699715160.dcm,4096,3328,../train_images/1026/699715160.dcm
1551265301.dcm,4096,3328,../train_images/10267/1551265301.dcm
1586610920.dcm,4096,3328,../train_images/10267/1586610920.dcm
56268394.dcm,4096,3328,../train_images/10267/56268394.dcm
647260524.dcm,4096,3328,../train_images/10267/647260524.dcm
1646352463.dcm,4096,3328,../train_images/10273/1646352463.dcm
1908533878.dcm,4096,3328,../train_images/10273/1908533878.dcm
424132168.dcm,4096,3328,../train_images/10273/424132168.dcm
966712981.dcm,4096,3328,../train_images/10273/966712981.dcm
1355572672.dcm,5355,4915,../train_images/1028/1355572672.dcm
1485541548.dcm,5355,4915,../train_images/1028/1485541548.dcm
1854424773.dcm,5355,4915,../train_images/1028/1854424773.dcm
315268478.dcm,5355,4915,../train_images/1028/315268478.dcm
759950512.dcm,5355,4915,../train_images/1028/759950512.dcm
1037740142.dcm,3328,2560,../train_images/10282/1037740142.dcm
1276521957.dcm,3328,2560,../train_images/10282/1276521957.dcm
568719755.dcm,3328,2560,../train_images/10282/568719755.dcm
583994756.dcm,3328,2560,../train_images/10282/583994756.dcm
100557098.dcm,2294,1914,../train_images/10285/100557098.dcm
191757584.dcm,2294,1914,../train_images/10285/191757584.dcm
497635722.dcm,2294,1914,../train_images/10285/497635722.dcm
600548622.dcm,2294,1914,../train_images/10285/600548622.dcm
89959336.dcm,2294,1914,../train_images/10285/89959336.dcm
1092321039.dcm,4096,3328,../train_images/10289/1092321039.dcm
1390886438.dcm,4096,3328,../train_images/10289/1390886438.dcm
1616844775.dcm,4096,3328,../train_images/10289/1616844775.dcm
1934928587.dcm,4096,3328,../train_images/10289/1934928587.dcm
906075357.dcm,4096,3328,../train_images/10289/906075357.dcm
1112446556.dcm,2294,1914,../train_images/10302/1112446556.dcm
2015998330.dcm,2294,1914,../train_images/10302/2015998330.dcm
2031965671.dcm,2294,1914,../train_images/10302/2031965671.dcm
811524217.dcm,2294,1914,../train_images/10302/811524217.dcm
1191653623.dcm,4096,3328,../train_images/10308/1191653623.dcm
1338698598.dcm,4096,3328,../train_images/10308/1338698598.dcm
1410110630.dcm,4096,3328,../train_images/10308/1410110630.dcm
410927059.dcm,4096,3328,../train_images/10308/410927059.dcm
1129330972.dcm,2294,1914,../train_images/10309/1129330972.dcm
1939297152.dcm,2294,1914,../train_images/10309/1939297152.dcm
2092413338.dcm,2294,1914,../train_images/10309/2092413338.dcm
460731589.dcm,2294,1914,../train_images/10309/460731589.dcm
773335403.dcm,2294,1914,../train_images/10309/773335403.dcm
105198807.dcm,4096,3328,../train_images/10314/105198807.dcm
1055648343.dcm,4096,3328,../train_images/10314/1055648343.dcm
1537834356.dcm,4096,3328,../train_images/10314/1537834356.dcm
2040932567.dcm,4096,3328,../train_images/10314/2040932567.dcm
410335114.dcm,4096,3328,../train_images/10314/410335114.dcm
1136454717.dcm,4096,3328,../train_images/10315/1136454717.dcm
269672479.dcm,4096,3328,../train_images/10315/269672479.dcm
846483466.dcm,4096,3328,../train_images/10315/846483466.dcm
934274352.dcm,4096,3328,../train_images/10315/934274352.dcm
1899347591.dcm,4096,3328,../train_images/10317/1899347591.dcm
202172694.dcm,4096,3328,../train_images/10317/202172694.dcm
226635741.dcm,4096,3328,../train_images/10317/226635741.dcm
428643313.dcm,4096,3328,../train_images/10317/428643313.dcm
511412275.dcm,4096,3328,../train_images/10317/511412275.dcm
122029770.dcm,4096,3328,../train_images/10322/122029770.dcm
1636548689.dcm,4096,3328,../train_images/10322/1636548689.dcm
271915518.dcm,4096,3328,../train_images/10322/271915518.dcm
642026249.dcm,4096,3328,../train_images/10322/642026249.dcm
1430620887.dcm,4096,3328,../train_images/10324/1430620887.dcm
244315935.dcm,4096,3328,../train_images/10324/244315935.dcm
32340277.dcm,4096,3328,../train_images/10324/32340277.dcm
329930293.dcm,4096,3328,../train_images/10324/329930293.dcm
540973699.dcm,4096,3328,../train_images/10324/540973699.dcm
690183.dcm,4096,3328,../train_images/10324/690183.dcm
1364372717.dcm,4096,3328,../train_images/10328/1364372717.dcm
1736269045.dcm,4096,3328,../train_images/10328/1736269045.dcm
1755472423.dcm,4096,3328,../train_images/10328/1755472423.dcm
18283890.dcm,4096,3328,../train_images/10328/18283890.dcm
1965875438.dcm,4096,3328,../train_images/10328/1965875438.dcm
579269355.dcm,4096,3328,../train_images/10328/579269355.dcm
1074071142.dcm,2776,2082,../train_images/10329/1074071142.dcm
1158668756.dcm,2776,2082,../train_images/10329/1158668756.dcm
1474367410.dcm,2776,2082,../train_images/10329/1474367410.dcm
768553797.dcm,2776,2082,../train_images/10329/768553797.dcm
10344577.dcm,3328,2560,../train_images/10335/10344577.dcm
1152574310.dcm,3328,2560,../train_images/10335/1152574310.dcm
1376911215.dcm,3328,2560,../train_images/10335/1376911215.dcm
1765678748.dcm,3328,2560,../train_images/10335/1765678748.dcm
1792651296.dcm,3328,2560,../train_images/10335/1792651296.dcm
817917685.dcm,3328,2560,../train_images/10335/817917685.dcm
1523044954.dcm,5928,4728,../train_images/10342/1523044954.dcm
1981230598.dcm,5928,4728,../train_images/10342/1981230598.dcm
430541765.dcm,5928,4728,../train_images/10342/430541765.dcm
628578547.dcm,5928,4728,../train_images/10342/628578547.dcm
168349573.dcm,3328,2560,../train_images/10353/168349573.dcm
2117286916.dcm,3328,2560,../train_images/10353/2117286916.dcm
592622773.dcm,3328,2560,../train_images/10353/592622773.dcm
645370737.dcm,3328,2560,../train_images/10353/645370737.dcm
960210414.dcm,3328,2560,../train_images/10353/960210414.dcm
1267218609.dcm,5355,4915,../train_images/10355/1267218609.dcm
463657213.dcm,5355,4915,../train_images/10355/463657213.dcm
709932584.dcm,5355,4915,../train_images/10355/709932584.dcm
97437092.dcm,5355,4915,../train_images/10355/97437092.dcm
1258341390.dcm,2776,2082,../train_images/10359/1258341390.dcm
715444975.dcm,2776,2082,../train_images/10359/715444975.dcm
730115633.dcm,2776,2082,../train_images/10359/730115633.dcm
980863334.dcm,2776,2082,../train_images/10359/980863334.dcm
1146730438.dcm,4096,3328,../train_images/1036/1146730438.dcm
1595878948.dcm,4096,3328,../train_images/1036/1595878948.dcm
264030060.dcm,4096,3328,../train_images/1036/264030060.dcm
415224688.dcm,4096,3328,../train_images/1036/415224688.dcm
1410402096.dcm,3328,2560,../train_images/10363/1410402096.dcm
200204124.dcm,3328,2560,../train_images/10363/200204124.dcm
20361962.dcm,3328,2560,../train_images/10363/20361962.dcm
320937539.dcm,3328,2560,../train_images/10363/320937539.dcm
796891575.dcm,3328,2560,../train_images/10363/796891575.dcm
1287125665.dcm,4096,3328,../train_images/10366/1287125665.dcm
1780242012.dcm,4096,3328,../train_images/10366/1780242012.dcm
1821210282.dcm,4096,3328,../train_images/10366/1821210282.dcm
990010942.dcm,4096,3328,../train_images/10366/990010942.dcm
1029220548.dcm,4096,3328,../train_images/10383/1029220548.dcm
1462763221.dcm,4096,3328,../train_images/10383/1462763221.dcm
734190660.dcm,4096,3328,../train_images/10383/734190660.dcm
979073792.dcm,4096,3328,../train_images/10383/979073792.dcm
1395875627.dcm,2776,2082,../train_images/10385/1395875627.dcm
1707901637.dcm,2776,2082,../train_images/10385/1707901637.dcm
500026908.dcm,2776,2082,../train_images/10385/500026908.dcm
5847464.dcm,2776,2082,../train_images/10385/5847464.dcm
1274003489.dcm,2776,2082,../train_images/10388/1274003489.dcm
1645335117.dcm,2776,2082,../train_images/10388/1645335117.dcm
506789354.dcm,2776,2082,../train_images/10388/506789354.dcm
813841220.dcm,2776,2082,../train_images/10388/813841220.dcm
107387824.dcm,3062,2394,../train_images/10391/107387824.dcm
1562294445.dcm,3062,2394,../train_images/10391/1562294445.dcm
2065907363.dcm,3062,2394,../train_images/10391/2065907363.dcm
265003236.dcm,3062,2394,../train_images/10391/265003236.dcm
1800181181.dcm,2776,2082,../train_images/10394/1800181181.dcm
318462651.dcm,2776,2082,../train_images/10394/318462651.dcm
702432837.dcm,2776,2082,../train_images/10394/702432837.dcm
755937784.dcm,2776,2082,../train_images/10394/755937784.dcm
1044358626.dcm,4096,3328,../train_images/10399/1044358626.dcm
1143020456.dcm,4096,3328,../train_images/10399/1143020456.dcm
1470470799.dcm,4096,3328,../train_images/10399/1470470799.dcm
1589397165.dcm,4096,3328,../train_images/10399/1589397165.dcm
2075351475.dcm,4096,3328,../train_images/10399/2075351475.dcm
52510266.dcm,4096,3328,../train_images/10399/52510266.dcm
863598426.dcm,4096,3328,../train_images/10399/863598426.dcm
1210942.dcm,4096,3328,../train_images/10401/1210942.dcm
282562525.dcm,4096,3328,../train_images/10401/282562525.dcm
406488256.dcm,4096,3328,../train_images/10401/406488256.dcm
663924224.dcm,4096,3328,../train_images/10401/663924224.dcm
848307133.dcm,4096,3328,../train_images/10401/848307133.dcm
210290083.dcm,4096,3328,../train_images/10404/210290083.dcm
359381091.dcm,4096,3328,../train_images/10404/359381091.dcm
451676567.dcm,4096,3328,../train_images/10404/451676567.dcm
755155550.dcm,4096,3328,../train_images/10404/755155550.dcm
1121301491.dcm,4096,3328,../train_images/10406/1121301491.dcm
1205849672.dcm,4096,3328,../train_images/10406/1205849672.dcm
1622454506.dcm,4096,3328,../train_images/10406/1622454506.dcm
1905942887.dcm,4096,3328,../train_images/10406/1905942887.dcm
233967803.dcm,4096,3328,../train_images/10406/233967803.dcm
939620685.dcm,4096,3328,../train_images/10406/939620685.dcm
1058522855.dcm,2776,2082,../train_images/10407/1058522855.dcm
1135251528.dcm,2776,2082,../train_images/10407/1135251528.dcm
1933285880.dcm,2776,2082,../train_images/10407/1933285880.dcm
500757323.dcm,2776,2082,../train_images/10407/500757323.dcm
1057358723.dcm,5355,4915,../train_images/10412/1057358723.dcm
1684750750.dcm,5355,4915,../train_images/10412/1684750750.dcm
1920937168.dcm,5355,4915,../train_images/10412/1920937168.dcm
943940352.dcm,5355,4915,../train_images/10412/943940352.dcm
1049168020.dcm,2294,1914,../train_images/10413/1049168020.dcm
1568630875.dcm,2294,1914,../train_images/10413/1568630875.dcm
1857770116.dcm,2294,1914,../train_images/10413/1857770116.dcm
399708079.dcm,2294,1914,../train_images/10413/399708079.dcm
1558204418.dcm,4096,3328,../train_images/10424/1558204418.dcm
2043709714.dcm,4096,3328,../train_images/10424/2043709714.dcm
352857742.dcm,4096,3328,../train_images/10424/352857742.dcm
469144900.dcm,4096,3328,../train_images/10424/469144900.dcm
1152537223.dcm,4096,3328,../train_images/10426/1152537223.dcm
1202516335.dcm,4096,3328,../train_images/10426/1202516335.dcm
309617940.dcm,4096,3328,../train_images/10426/309617940.dcm
41545409.dcm,4096,3328,../train_images/10426/41545409.dcm
1200075231.dcm,4096,3328,../train_images/10428/1200075231.dcm
1413555772.dcm,4096,3328,../train_images/10428/1413555772.dcm
305757738.dcm,4096,3328,../train_images/10428/305757738.dcm
590386476.dcm,4096,3328,../train_images/10428/590386476.dcm
100456375.dcm,4096,3328,../train_images/10429/100456375.dcm
1143939493.dcm,4096,3328,../train_images/10429/1143939493.dcm
1158601631.dcm,4096,3328,../train_images/10429/1158601631.dcm
302441515.dcm,4096,3328,../train_images/10429/302441515.dcm
1434858530.dcm,4096,3328,../train_images/10432/1434858530.dcm
1540201051.dcm,4096,3328,../train_images/10432/1540201051.dcm
458553546.dcm,4096,3328,../train_images/10432/458553546.dcm
956574704.dcm,4096,3328,../train_images/10432/956574704.dcm
958479048.dcm,4096,3328,../train_images/10432/958479048.dcm
1472025660.dcm,5355,4915,../train_images/10434/1472025660.dcm
2099267783.dcm,5355,4915,../train_images/10434/2099267783.dcm
220345088.dcm,5355,4915,../train_images/10434/220345088.dcm
464392024.dcm,5355,4915,../train_images/10434/464392024.dcm
1529704776.dcm,4740,3540,../train_images/10438/1529704776.dcm
216744820.dcm,4740,3540,../train_images/10438/216744820.dcm
571236541.dcm,4740,3540,../train_images/10438/571236541.dcm
681193324.dcm,4740,3540,../train_images/10438/681193324.dcm
1463218401.dcm,4096,3328,../train_images/10439/1463218401.dcm
1648906763.dcm,4096,3328,../train_images/10439/1648906763.dcm
1825831835.dcm,4096,3328,../train_images/10439/1825831835.dcm
620367422.dcm,4096,3328,../train_images/10439/620367422.dcm
905279085.dcm,4096,3328,../train_images/10439/905279085.dcm
1119390120.dcm,3062,2394,../train_images/10442/1119390120.dcm
1605097365.dcm,3062,2394,../train_images/10442/1605097365.dcm
1755756186.dcm,3062,2394,../train_images/10442/1755756186.dcm
1833418626.dcm,3062,2394,../train_images/10442/1833418626.dcm
1962451444.dcm,3062,2394,../train_images/10442/1962451444.dcm
2078023734.dcm,3062,2394,../train_images/10442/2078023734.dcm
342203223.dcm,3062,2394,../train_images/10442/342203223.dcm
506148695.dcm,3062,2394,../train_images/10442/506148695.dcm
560290012.dcm,3062,2394,../train_images/10442/560290012.dcm
604882069.dcm,3062,2394,../train_images/10442/604882069.dcm
652344784.dcm,3062,2394,../train_images/10442/652344784.dcm
1559303163.dcm,5355,4915,../train_images/10445/1559303163.dcm
215007914.dcm,5355,4915,../train_images/10445/215007914.dcm
224398130.dcm,5355,4915,../train_images/10445/224398130.dcm
38118563.dcm,5355,4915,../train_images/10445/38118563.dcm
1019464609.dcm,4096,3328,../train_images/1045/1019464609.dcm
1615526326.dcm,4096,3328,../train_images/1045/1615526326.dcm
1628226958.dcm,4096,3328,../train_images/1045/1628226958.dcm
2094031022.dcm,4096,3328,../train_images/1045/2094031022.dcm
244638404.dcm,4096,3328,../train_images/1045/244638404.dcm
65932486.dcm,4096,3328,../train_images/1045/65932486.dcm
1159975979.dcm,3328,2560,../train_images/10468/1159975979.dcm
1400960750.dcm,3328,2560,../train_images/10468/1400960750.dcm
243972300.dcm,3328,2560,../train_images/10468/243972300.dcm
435970835.dcm,3328,2560,../train_images/10468/435970835.dcm
1098479350.dcm,3328,2560,../train_images/10478/1098479350.dcm
